"date","poll","unit","region_id","process_id","source","timezone","value","region_name","country"
2020-08-10,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.6790752581466,"Berlin","DE"
2020-08-09,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.4164029900238,"Berlin","DE"
2020-08-08,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.6604729259714,"Berlin","DE"
2020-08-07,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",29.0926063332251,"Berlin","DE"
2020-08-06,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",25.009873671459,"Berlin","DE"
2020-08-05,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.155343880949,"Berlin","DE"
2020-08-04,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",24.506210199684,"Berlin","DE"
2020-08-03,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",19.1270995718386,"Berlin","DE"
2020-08-02,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",15.0396897447212,"Berlin","DE"
2020-08-01,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",13.2894520277175,"Berlin","DE"
2020-07-31,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",13.0282719685192,"Berlin","DE"
2020-07-30,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.7624090729803,"Berlin","DE"
2020-07-29,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",22.3644428203306,"Berlin","DE"
2020-07-28,"no2","µg/m3","berlin","anomaly_offsetted_gbm_lag1_city_mad_pbl","eea","Europe/Berlin",18.8660351886051,"Berlin","DE"
